STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ORIGIN,Origin,TRAINING_PLACE,Place of training,HEALTH_PROF,Health profession,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FRA,France,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2014,,2.88,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FRA,France,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2015,,2.95,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FRA,France,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2016,,3.006,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FRA,France,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2017,,3.048,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FRA,France,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2018,,3.094,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FRA,France,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2019,,3.11,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FRA,France,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2020,,3.12,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FRA,France,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2021,,3.135,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2003,,4.65,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2004,,4.74,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2005,,4.98,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2006,,5.3,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2007,,6.02,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2008,,6.79,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2009,,7.43,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2010,,8.2,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2011,,9.18,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2012,,10.13,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2013,,10.73,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2014,,11.4,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2015,,11.46,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2016,,11.91,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2017,,12.26,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2018,,12.11,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2019,,12.42,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2020,,12.7,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2021,,13.22,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,BEL,Belgium,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2022,,13.51,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2003,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2004,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2005,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2006,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2007,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2008,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2009,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2010,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2011,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2012,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2013,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2014,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2015,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2016,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2017,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2018,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2019,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2020,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2021,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,LUX,Luxembourg,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2022,,100,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DEU,Germany,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2012,,6.13,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DEU,Germany,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2013,,6.3,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DEU,Germany,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2014,,6.83,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DEU,Germany,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2015,,7.23,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DEU,Germany,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2016,,6.77,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DEU,Germany,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2017,,7.63,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DEU,Germany,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2018,,8.61,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DEU,Germany,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2019,,8.96,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DEU,Germany,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2020,,9.2,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DEU,Germany,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2021,,9.62,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DEU,Germany,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2022,,9.9,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2003,,1.57,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2004,,1.58,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2005,,1.53,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2006,,1.59,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2007,,1.66,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2008,,1.85,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2009,,2.03,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2010,,2,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2011,,1.97,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2012,,1.93,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2013,,1.86,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2014,,1.84,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2015,,1.79,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2016,,1.81,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2017,,1.81,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2018,,1.85,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2019,,1.864,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,DNK,Denmark,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2020,,1.84,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FIN,Finland,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2003,,0.22,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FIN,Finland,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2004,,0.19,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FIN,Finland,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2005,,0.23,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FIN,Finland,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2006,,0.28,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FIN,Finland,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2007,,0.35,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,FIN,Finland,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2008,,0.39,,,,,,,,,,0,Zero
